t,x,z,yaw,time_s
1780780487.3769605,-0.7690939269073654,3.5534755530393642,-0.5542090802919388,0.08030176162719727
1780780487.4781218,-0.772594984144696,3.5539378315245727,-0.5526245475814892,0.18146300315856934
1780780487.5769212,-0.7818277388441575,3.555017581789703,-0.5491224562668449,0.28026247024536133
1780780487.676867,-0.7940214480915014,3.5571830740452492,-0.5446251080310996,0.38020825386047363
1780780487.7771006,-0.8064702158238976,3.5595508248906693,-0.5400621025188787,0.4804418087005615
1780780487.876908,-0.8169461059636307,3.561972901430669,-0.5362221457405822,0.5802493095397949
1780780487.9769151,-0.8251697586743019,3.565362349261026,-0.5332396084719119,0.6802563667297363
1780780488.0769157,-0.8334493574684501,3.5675769454003805,-0.530052630646852,0.780256986618042
1780780488.1773555,-0.8409716517664091,3.56947274798533,-0.5272191301271539,0.8806967735290527
1780780488.276762,-0.8491312518088275,3.5704067893728917,-0.5240882283273324,0.9801032543182373
1780780488.377366,-0.8574328624320944,3.5717393499164265,-0.5210900033200415,1.080707311630249
1780780488.4769382,-0.8672441523651484,3.572080401371698,-0.517422300783187,1.1802794933319092
1780780488.5768566,-0.8756834771513309,3.5730800071001743,-0.5143246627336197,1.2801978588104248
1780780488.6767578,-0.8820187029700961,3.5737920194185913,-0.5120019042945846,1.3800990581512451
1780780488.7772565,-0.8876993802389116,3.5745257100634045,-0.5099315986470955,1.480597734451294
1780780488.8769732,-0.8931804490209859,3.5748236707465275,-0.507886914895238,1.5803143978118896
1780780488.9775763,-0.8924755384461299,3.5754090594914647,-0.508187684701013,1.680917501449585
1780780489.07712,-0.8940008234152463,3.575501752788846,-0.5075054704742217,1.780461311340332
1780780489.1769013,-0.8947107656607416,3.5770601449699098,-0.5072281790909411,1.8802425861358643
1780780489.2770612,-0.8928891576625142,3.5789075278402964,-0.5079845296437153,1.9804024696350098
1780780489.3769605,-0.8909559610874176,3.580317682128646,-0.5087125924920578,2.0803017616271973
1780780489.4771092,-0.8867685321045378,3.5798133448348994,-0.5101967322646909,2.180450439453125
1780780489.5770402,-0.8836868304889393,3.579150775551819,-0.5113840406683113,2.280381441116333
1780780489.6767979,-0.8855168744914017,3.5790718935328454,-0.5109335273325821,2.380139112472534
1780780489.7773542,-0.8814716149037886,3.5774871022813772,-0.5124674954436911,2.4806954860687256
1780780489.8770835,-0.8782073401345317,3.5766338052830013,-0.5138813948098868,2.5804247856140137
1780780489.9769883,-0.8757614494382202,3.574028707319434,-0.5148193306356493,2.6803295612335205
1780780490.0768564,-0.8624494445851689,3.5705883457638294,-0.5194990774894436,2.7801976203918457
1780780490.177123,-0.8548325117724581,3.5690221780264624,-0.5221747468314719,2.8804643154144287
1780780490.277077,-0.8453671413602666,3.567769083339963,-0.5257110848265643,2.9804182052612305
1780780490.3773875,-0.837438393686999,3.5673053645369626,-0.5287541728350352,3.080728769302368
1780780490.476966,-0.8335063089609656,3.5676017752921716,-0.5303316729701645,3.180307149887085
1780780490.5768836,-0.8252821539403012,3.5666392874053883,-0.5334442090088195,3.2802248001098633
1780780490.6771152,-0.8196299957404544,3.565925142491219,-0.5355913903041439,3.3804564476013184
1780780490.7776737,-0.8133826127919239,3.5647547036050775,-0.5379385945058162,3.4810149669647217
1780780490.8770628,-0.8072583892660813,3.563261376293652,-0.5402137765301853,3.580404043197632
1780780490.9772692,-0.8012508491506041,3.5620266827903926,-0.5424977116146246,3.680610418319702
1780780491.0772412,-0.7943819879539818,3.560602906671429,-0.5450180196730574,3.7805824279785156
1780780491.1767826,-0.7875980482448309,3.5598188049627617,-0.5476153189881326,3.8801238536834717
1780780491.2767918,-0.7811806588231501,3.55916465428564,-0.5500612447772678,3.980133056640625
1780780491.3768837,-0.7754174239805137,3.5588406155390095,-0.5522590093607082,4.080224990844727
1780780491.4769936,-0.7717015191268318,3.55827504451766,-0.5536550838042139,4.180334806442261
1780780491.576912,-0.7695609436964127,3.5576481460486273,-0.5543952274345924,4.280253171920776
1780780491.6768136,-0.7706321303604946,3.558228000785474,-0.5540244060907269,4.380154848098755
1780780491.776785,-0.7724680209196201,3.5584004254317754,-0.5532671091937252,4.480126142501831
1780780491.8770487,-0.7729041391573798,3.5589097971072503,-0.5531417044206883,4.580389976501465
1780780491.9767706,-0.774692592467521,3.559719882816958,-0.5524933658203707,4.680111885070801
1780780492.076793,-0.7781872466484107,3.560445759204731,-0.5511135019858874,4.780134201049805
1780780492.1772237,-0.7811898836173475,3.561416353224569,-0.5499352468127607,4.88056492805481
1780780492.2767885,-0.7807148485067936,3.5619831981954273,-0.549984273551428,4.980129718780518
1780780492.377579,-0.7797378380454619,3.5609875755034364,-0.5500132614149197,5.080920219421387
1780780492.476815,-0.7798964239412842,3.560768800173593,-0.549734449690832,5.180156230926514
1780780492.577153,-0.782465778038956,3.559805658534342,-0.5484738533232001,5.280494213104248
1780780492.6776206,-0.7931045495960322,3.5608395986902037,-0.5445314821364257,5.380961894989014
1780780492.7773705,-0.8063910755630338,3.562851869955143,-0.5397193485613839,5.4807116985321045
1780780492.877024,-0.8166043302711095,3.565019877799363,-0.5360874406796778,5.580365180969238
1780780492.9770293,-0.8221228561732303,3.5673360152035176,-0.5341946133663125,5.680370569229126
1780780493.077071,-0.8288502453308318,3.569220694040072,-0.5317716769454938,5.780412197113037
1780780493.1768866,-0.8361206095748249,3.571736723094266,-0.5291458602030671,5.88022780418396
1780780493.2769253,-0.8389448425201784,3.573203372766532,-0.5280079252021924,5.980266571044922
1780780493.3772578,-0.8404199854697654,3.5733267763857555,-0.5272529570476653,6.080599069595337
1780780493.4769263,-0.8390889647022866,3.5744880852232757,-0.5276692700679387,6.180267572402954
1780780493.577226,-0.8431403118358229,3.576508789096946,-0.5260633424751379,6.280567169189453
1780780493.6772363,-0.8443044978751743,3.577878276476406,-0.5255486383025588,6.380577564239502
1780780493.7773972,-0.8459000303177074,3.578187654681317,-0.5248018268840884,6.480738401412964
1780780493.8768308,-0.8509381726992657,3.579219354285653,-0.5228323997078901,6.580172061920166
1780780493.9772,-0.854381130775153,3.5796018386886015,-0.521445025296091,6.680541276931763
1780780494.077323,-0.8563454411686198,3.579618412017211,-0.5206099193551382,6.7806642055511475
1780780494.176913,-0.8560498568167915,3.579564904987002,-0.520656904611931,6.88025426864624
1780780494.2772238,-0.8570516219837867,3.5803732309168157,-0.5202775901320462,6.980565071105957
1780780494.3771694,-0.8562239982526085,3.579719598236102,-0.5205275353655466,7.08051061630249
1780780494.4769197,-0.8579595495288748,3.5806372732749225,-0.5200373687362673,7.180260896682739
1780780494.5768633,-0.8548248773362442,3.5801782012604115,-0.5212918989620399,7.28020453453064
1780780494.6771832,-0.8544032601602074,3.5790891207719664,-0.5215091653373467,7.380524396896362
1780780494.7770312,-0.8567120634787504,3.57878564697658,-0.5208016611776558,7.480372428894043
1780780494.8768744,-0.860573046522674,3.578428148542108,-0.5196068235934113,7.580215692520142
1780780494.977027,-0.8608911565891705,3.5785372175770034,-0.5198093279889832,7.680368185043335
1780780495.0771694,-0.8607399087901095,3.5779277210818528,-0.5200836444658494,7.780510663986206
