t,x,y,z,yaw,time_s
1780777663.0456283,3.9925660492484107,-0.4957080672146368,0.2186002668118114,0.5235926535900308,0.9681291580200195
1780777663.0685651,3.992564966105899,-0.4957074418708572,0.21857122195843093,0.523592653590029,0.9910659790039062
1780777663.090727,3.99255989821626,-0.49570451596477794,0.2188455238816512,0.5235926535900308,1.013227939605713
1780777663.1169972,3.9925635343204307,-0.49570661524081955,0.21855907250625073,0.5235926535900308,1.0394980907440186
1780777663.1379335,3.992559777886411,-0.4957044464932903,0.218691216504175,0.5235926535900299,1.060434341430664
1780777663.161474,3.9925580784007213,-0.4957034653086423,0.21879545883530976,0.523592653590029,1.083974838256836
1780777663.1830893,3.9925613684198744,-0.49570536477523086,0.21850115663795197,0.5235926535900308,1.1055901050567627
1780777663.203546,3.9925549627121417,-0.4957016664904351,0.21879473751089154,0.5235926535900308,1.126046895980835
1780777663.2251022,3.9925565588892433,-0.49570258803068556,0.21869305898515087,0.5235926535900308,1.1476030349731445
1780777663.2452724,3.9925572905080946,-0.49570301042505516,0.2185580108144991,0.523592653590029,1.1677732467651367
1780777663.2682574,3.992551442614828,-0.49569963419003804,0.21884415752949785,0.523592653590029,1.190758228302002
1780777663.2904582,3.992555390047412,-0.4957019132090815,0.2185729154225018,0.5235926535900308,1.2129590511322021
1780777663.3121479,3.9925533825692123,-0.4957007542073894,0.2185995862683267,0.523592653590029,1.2346487045288086
1780777663.3368466,3.9925481008490866,-0.4956977048479664,0.21888426325126778,0.5235926535900299,1.2593474388122559
1780777663.357536,3.992552454261742,-0.4957002182564,0.21856619700889765,0.5235926535900299,1.2800369262695312
1780777663.384188,3.9925498751601647,-0.4956987292324621,0.21862610298948468,0.5235926535900282,1.3066887855529785
1780777663.4066195,3.992547127559603,-0.4956971429269665,0.21878490115911603,0.5235926535900308,1.329120397567749
1780777663.4269805,3.992549559072904,-0.4956985467419779,0.21854479194988294,0.5235926535900308,1.3494813442230225
1780777663.4490829,3.992544288045234,-0.49569550355576014,0.21876691202922277,0.5235926535900308,1.3715837001800537
1780777663.469272,3.992545233299727,-0.4956960492909803,0.21871501037669586,0.5235926535900326,1.391772747039795
1780777663.4922469,3.9925470870469004,-0.49569711953727846,0.2185087303976694,0.5235926535900317,1.414747714996338
1780777663.5162468,3.9925402120241875,-0.4956931502971835,0.21885038439224408,0.5235926535900344,1.4387476444244385
1780777663.5371122,3.9925433890832482,-0.4956949845471545,0.21863286437615195,0.5235926535900353,1.4596130847930908
1780777663.5589435,3.9925426419172823,-0.49569455317678246,0.21858671850565736,0.5235926535900344,1.4814443588256836
1780777663.5822067,3.9925372444293203,-0.49569143697971263,0.2188666910499615,0.5235926535900344,1.5047075748443604
1780777663.601648,3.9925418938356017,-0.4956941212777294,0.21853329482373737,0.5235926535900362,1.524148941040039
1780777663.625508,3.99253837701236,-0.4956920908675912,0.21864898923112336,0.5235926535900379,1.548008918762207
1780777663.6462493,3.9925349198862046,-0.4956900949230944,0.2188458955732563,0.5235926535900362,1.5687501430511475
1780777663.6699662,3.992538607918302,-0.49569222417931474,0.21854777161960373,0.5235926535900362,1.5924670696258545
