t,u,r,time_s
1780876723.8643546,-0.04000000000000001,-0.10000000000000003,4.3784754276275635
1780876723.9639606,-0.04000000000000001,-0.12000000000000004,4.478081464767456
1780876724.064143,-0.04000000000000001,-0.14000000000000004,4.578263759613037
1780876724.1654406,-0.04000000000000001,-0.16000000000000003,4.679561376571655
1780876724.2639828,-0.04000000000000001,-0.17050257454065745,4.778103590011597
1780876724.3641462,0.0,-0.15050257454065746,4.878267049789429
1780876724.4647996,0.0,-0.13050257454065747,4.9789204597473145
1780876724.5638351,0.0,-0.11050257454065747,5.077955961227417
1780876724.6638126,0.0,-0.09050257454065747,5.17793345451355
1780876724.764121,0.0,-0.07050257454065746,5.278241872787476
1780876724.8639612,0.0,-0.05050257454065746,5.378082036972046
1780876724.965843,-0.04000000000000001,-0.07050257454065746,5.479963779449463
1780876725.0638525,-0.04000000000000001,-0.09050257454065747,5.577973365783691
1780876725.1639166,-0.04000000000000001,-0.11050257454065747,5.678037405014038
1780876725.2644873,-0.04000000000000001,-0.13050257454065747,5.778608083724976
1780876725.3639328,-0.04000000000000001,-0.15050257454065746,5.878053665161133
1780876725.465101,-0.04000000000000001,-0.15171402575018111,5.979221820831299
1780876725.5641258,-0.04000000000000001,-0.15074280002693655,6.078246593475342
1780876725.6638036,-0.04000000000000001,-0.149516778262163,6.177924394607544
1780876725.7639096,-0.04000000000000001,-0.14873326626709352,6.2780303955078125
1780876725.8639169,-0.04000000000000001,-0.14836778020779637,6.378037691116333
1780876725.9647615,-0.04000000000000001,-0.1477080763701328,6.478882312774658
1780876726.0637932,-0.04000000000000001,-0.14711287690420655,6.577913999557495
1780876726.1639218,-0.04000000000000001,-0.14687646013422254,6.678042650222778
1780876726.2642174,-0.04000000000000001,-0.146245110010446,6.778338193893433
1780876726.3644733,-0.04000000000000001,-0.1455998119902993,6.878594160079956
1780876726.464088,-0.04000000000000001,-0.14530694917157502,6.978208780288696
1780876726.5639234,-0.04000000000000001,-0.14466232505952636,7.078044176101685
1780876726.6639132,-0.04000000000000001,-0.1442465770146701,7.178034067153931
1780876726.7640657,-0.04000000000000001,-0.1432217270304603,7.278186559677124
1780876726.864106,-0.04000000000000001,-0.14239479806122662,7.3782267570495605
1780876726.9638815,-0.04000000000000001,-0.1414782635753239,7.478002309799194
