t,state,time_s
1780877250.8339245,SEARCH,0.004076242446899414
1780877250.934041,SEARCH,0.10419273376464844
1780877251.0342674,SEARCH,0.20441913604736328
1780877251.1350596,SEARCH,0.30521130561828613
1780877251.2339427,SEARCH,0.4040944576263428
1780877251.3341234,SEARCH,0.5042750835418701
1780877251.4340289,SEARCH,0.6041805744171143
1780877251.5343282,SEARCH,0.7044799327850342
1780877251.634043,SEARCH,0.8041946887969971
1780877251.734158,SEARCH,0.9043097496032715
1780877251.8342733,WAIT_FOR_STABLE_TAG,1.004425048828125
1780877251.9339755,WAIT_FOR_STABLE_TAG,1.1041271686553955
1780877252.03422,WAIT_FOR_STABLE_TAG,1.204371690750122
1780877252.1343355,RECOVERING,1.3044872283935547
1780877252.2339497,RECOVERING,1.4041013717651367
1780877252.3340046,RECOVERING,1.5041563510894775
1780877252.4342504,RECOVERING,1.6044020652770996
1780877252.5339823,RECOVERING,1.7041339874267578
1780877252.634094,RECOVERING,1.8042457103729248
1780877252.7339249,RECOVERING,1.9040765762329102
1780877252.8341103,RECOVERING,2.0042619705200195
1780877252.9339755,RECOVERING,2.1041271686553955
1780877253.0340548,RECOVERING,2.2042064666748047
1780877253.1342757,RECOVERING,2.3044273853302
1780877253.234023,RECOVERING,2.4041748046875
1780877253.3340085,RECOVERING,2.504160165786743
1780877253.4341938,WAIT_FOR_STABLE_TAG,2.6043455600738525
1780877253.5340168,WAIT_FOR_STABLE_TAG,2.7041685581207275
1780877253.6339269,WAIT_FOR_STABLE_TAG,2.8040785789489746
1780877253.7339787,WAIT_FOR_STABLE_TAG,2.904130458831787
1780877253.8339741,WAIT_FOR_STABLE_TAG,3.0041258335113525
1780877253.9344423,APPROACH_ENTRANCE,3.1045939922332764
1780877254.0340376,APPROACH_ENTRANCE,3.2041893005371094
1780877254.1342762,APPROACH_ENTRANCE,3.3044278621673584
1780877254.233956,APPROACH_ENTRANCE,3.4041078090667725
1780877254.3339808,APPROACH_ENTRANCE,3.5041325092315674
1780877254.4341252,APPROACH_ENTRANCE,3.6042768955230713
1780877254.5339546,APPROACH_ENTRANCE,3.704106330871582
1780877254.634031,APPROACH_ENTRANCE,3.804182767868042
1780877254.7339897,APPROACH_ENTRANCE,3.904141426086426
1780877254.8340342,APPROACH_ENTRANCE,4.004185914993286
1780877254.9339542,APPROACH_ENTRANCE,4.1041059494018555
1780877255.034087,APPROACH_ENTRANCE,4.204238653182983
1780877255.133991,APPROACH_ENTRANCE,4.304142713546753
1780877255.2339222,APPROACH_ENTRANCE,4.40407395362854
1780877255.334249,APPROACH_ENTRANCE,4.504400730133057
1780877255.4343975,APPROACH_ENTRANCE,4.604549169540405
1780877255.5340471,APPROACH_ENTRANCE,4.704198837280273
1780877255.6342342,APPROACH_ENTRANCE,4.8043859004974365
1780877255.7345493,APPROACH_ENTRANCE,4.904700994491577
1780877255.833971,APPROACH_ENTRANCE,5.004122734069824
1780877255.9340458,APPROACH_ENTRANCE,5.1041975021362305
1780877256.0340695,APPROACH_ENTRANCE,5.204221248626709
1780877256.1340404,APPROACH_ENTRANCE,5.304192066192627
1780877256.233952,APPROACH_ENTRANCE,5.404103755950928
1780877256.3340664,APPROACH_ENTRANCE,5.504218101501465
1780877256.4342074,APPROACH_ENTRANCE,5.604359149932861
1780877256.534253,RECOVERING,5.704404592514038
1780877256.6343665,WAIT_FOR_STABLE_TAG,5.804518222808838
1780877256.7340016,WAIT_FOR_STABLE_TAG,5.904153347015381
1780877256.8342004,WAIT_FOR_STABLE_TAG,6.00435209274292
1780877256.9341822,WAIT_FOR_STABLE_TAG,6.104333877563477
1780877257.034276,WAIT_FOR_STABLE_TAG,6.204427719116211
1780877257.1347332,APPROACH_ENTRANCE,6.304884910583496
1780877257.2341306,APPROACH_ENTRANCE,6.404282331466675
1780877257.3339837,APPROACH_ENTRANCE,6.504135370254517
1780877257.43402,APPROACH_ENTRANCE,6.6041717529296875
1780877257.534136,APPROACH_ENTRANCE,6.704287767410278
