t,x,y,z,yaw,time_s
1780767492.1242654,4.003017551264103,-2.001742159403407,0.2181897212196303,0.523592653589855,0.08511757850646973
1780767492.169243,4.002882022333829,-2.0016639128453058,0.21833837521029326,0.5235926535898567,0.1300952434539795
1780767492.2083812,4.002754885957077,-2.001590511661735,0.21822345415531266,0.5235926535898567,0.1692333221435547
1780767492.2534106,4.002627220327056,-2.001516804917966,0.21817611316404217,0.5235926535898576,0.2142627239227295
1780767492.3003411,4.0025022729588375,-2.001444667541191,0.2182098575382164,0.5235926535898594,0.26119327545166016
1780767492.3343086,4.002382050398473,-2.0013752579949364,0.218013395380389,0.5235926535898585,0.29516077041625977
1780767492.3702629,4.002259521156752,-2.0013045167044092,0.21820321236744766,0.5235926535898585,0.3311150074005127
1780767492.4036794,4.00214601668524,-2.0012389857937234,0.21791758253374277,0.5235926535898594,0.3645315170288086
1780767492.4435513,4.0020306606348095,-2.0011723858885646,0.21799953536164224,0.5235926535898603,0.4044034481048584
1780767492.4846609,4.0019168393380795,-2.0011066720613417,0.21805923556233073,0.5235926535898612,0.4455130100250244
1780767492.5204358,4.00181397132408,-2.0010472820254415,0.2177590658216109,0.5235926535898585,0.48128795623779297
1780767492.5580416,4.00169839338593,-2.000980554015159,0.21829092220138582,0.5235926535898603,0.5188937187194824
1780767492.5918438,4.001607322224708,-2.0009279747990947,0.21764892397834057,0.5235926535898603,0.5526959896087646
1780767492.6363618,4.0014970499420075,-2.000864309967107,0.21826742840489224,0.5235926535898603,0.5972139835357666
1780767492.6791089,4.001411142555171,-2.0008147120154236,0.21767837686876096,0.5235926535898603,0.6399610042572021
1780767492.715121,4.001309511669877,-2.000756036226019,0.21817835498322063,0.5235926535898603,0.6759731769561768
1780767492.757221,4.001228967649986,-2.0007095347719064,0.21767497307372446,0.5235926535898585,0.7180731296539307
1780767492.7898536,4.001134821208746,-2.0006551800671977,0.21811819857620277,0.5235926535898567,0.7507057189941406
1780767492.8348558,4.001060646973142,-2.000612356157762,0.2176673590269179,0.5235926535898567,0.7957079410552979
1780767492.8772876,4.000977441258963,-2.0005643179954617,0.21786152642476864,0.5235926535898585,0.8381397724151611
1780767492.9136062,4.000904256051178,-2.00052206509343,0.21779045599142546,0.5235926535898585,0.8744583129882812
1780767492.9534478,4.000834238061716,-2.0004816407598973,0.21763616610318268,0.5235926535898585,0.9142999649047852
1780767492.9873042,4.000765391603719,-2.00044189280081,0.21771950777976407,0.5235926535898603,0.9481563568115234
1780767493.029208,4.000701071375994,-2.0004047580250433,0.21765515399176055,0.5235926535898585,0.9900600910186768
1780767493.072411,4.000641747009388,-2.0003705075702576,0.21762274752237423,0.5235926535898567,1.0332632064819336
1780767493.1115103,4.000583293971863,-2.000336760170439,0.21766288034511172,0.5235926535898585,1.0723624229431152
1780767493.1506147,4.000529248022426,-2.0003055571681405,0.21777884025102234,0.5235926535898585,1.111466884613037
1780767493.181011,4.000484403207265,-2.000279666368089,0.21748574286228084,0.5235926535898567,1.1418631076812744
1780767493.2263405,4.00043229256844,-2.0002495807020955,0.2178835490825798,0.523592653589855,1.187192678451538
