t,state,time_s
1780876568.3067114,SEARCH,0.0
1780876568.4065633,SEARCH,0.09985184669494629
1780876568.506799,SEARCH,0.2000875473022461
1780876568.6065316,SEARCH,0.2998201847076416
1780876568.7067468,SEARCH,0.40003538131713867
1780876568.8066504,SEARCH,0.49993896484375
1780876568.906522,SEARCH,0.5998106002807617
1780876569.2818325,SEARCH,0.975121021270752
1780876569.2828352,SEARCH,0.9761238098144531
1780876569.2830563,SEARCH,0.9763448238372803
1780876569.3065777,SEARCH,0.999866247177124
1780876569.4066586,SEARCH,1.099947214126587
1780876569.5072706,SEARCH,1.200559139251709
1780876569.6066208,SEARCH,1.2999093532562256
1780876569.7064707,SEARCH,1.399759292602539
1780876569.8065362,SEARCH,1.4998247623443604
1780876569.9076283,WAIT_FOR_STABLE_TAG,1.600916862487793
1780876570.006549,WAIT_FOR_STABLE_TAG,1.6998374462127686
1780876570.106777,WAIT_FOR_STABLE_TAG,1.800065517425537
1780876570.2069626,WAIT_FOR_STABLE_TAG,1.9002511501312256
1780876570.3065145,WAIT_FOR_STABLE_TAG,1.999803066253662
1780876570.40675,APPROACH_ENTRANCE,2.100038528442383
1780876570.5065036,APPROACH_ENTRANCE,2.1997921466827393
1780876570.606452,APPROACH_ENTRANCE,2.2997405529022217
1780876570.7064948,APPROACH_ENTRANCE,2.3997833728790283
1780876570.8065066,APPROACH_ENTRANCE,2.4997951984405518
1780876570.906868,RECOVERING,2.600156545639038
1780876571.0073714,WAIT_FOR_STABLE_TAG,2.700659990310669
1780876571.106476,WAIT_FOR_STABLE_TAG,2.799764633178711
1780876571.2064648,WAIT_FOR_STABLE_TAG,2.8997533321380615
1780876571.306529,WAIT_FOR_STABLE_TAG,2.9998176097869873
1780876571.4064903,WAIT_FOR_STABLE_TAG,3.099778890609741
1780876571.5081959,APPROACH_ENTRANCE,3.201484441757202
1780876571.6069028,APPROACH_ENTRANCE,3.3001914024353027
1780876571.7064662,APPROACH_ENTRANCE,3.399754762649536
1780876571.8065982,APPROACH_ENTRANCE,3.4998867511749268
1780876571.9068773,APPROACH_ENTRANCE,3.600165843963623
1780876572.006759,APPROACH_ENTRANCE,3.700047492980957
1780876572.1066198,APPROACH_ENTRANCE,3.799908399581909
1780876572.2066903,APPROACH_ENTRANCE,3.8999788761138916
1780876572.3064713,APPROACH_ENTRANCE,3.9997599124908447
1780876572.4064715,APPROACH_ENTRANCE,4.099760055541992
1780876572.506797,APPROACH_ENTRANCE,4.200085639953613
1780876572.6064537,APPROACH_ENTRANCE,4.299742221832275
1780876572.7064579,APPROACH_ENTRANCE,4.399746417999268
1780876572.8065183,APPROACH_ENTRANCE,4.499806880950928
1780876572.9066465,APPROACH_ENTRANCE,4.599935054779053
1780876573.0066009,APPROACH_ENTRANCE,4.699889421463013
1780876573.106949,RECOVERING,4.800237655639648
1780876573.2067482,WAIT_FOR_STABLE_TAG,4.900036811828613
1780876573.3067355,WAIT_FOR_STABLE_TAG,5.000024080276489
1780876573.407039,RECOVERING,5.100327491760254
1780876573.5067954,WAIT_FOR_STABLE_TAG,5.20008397102356
1780876573.6066005,WAIT_FOR_STABLE_TAG,5.299889087677002
1780876573.707914,RECOVERING,5.40120267868042
1780876573.8067348,WAIT_FOR_STABLE_TAG,5.500023365020752
1780876573.9065304,WAIT_FOR_STABLE_TAG,5.59981894493103
1780876574.0068572,WAIT_FOR_STABLE_TAG,5.700145721435547
1780876574.1066506,WAIT_FOR_STABLE_TAG,5.799939155578613
1780876574.2070363,RECOVERING,5.900324821472168
1780876574.3073018,WAIT_FOR_STABLE_TAG,6.0005903244018555
1780876574.406529,WAIT_FOR_STABLE_TAG,6.099817514419556
1780876574.5066915,WAIT_FOR_STABLE_TAG,6.199980020523071
1780876574.606522,WAIT_FOR_STABLE_TAG,6.2998106479644775
1780876574.7065473,WAIT_FOR_STABLE_TAG,6.399835824966431
1780876574.8067408,APPROACH_ENTRANCE,6.5000293254852295
1780876574.9066823,APPROACH_ENTRANCE,6.599970817565918
1780876575.0065255,APPROACH_ENTRANCE,6.699814081192017
1780876575.1067314,RECOVERING,6.800019979476929
1780876575.2072492,WAIT_FOR_STABLE_TAG,6.900537729263306
1780876575.3067768,WAIT_FOR_STABLE_TAG,7.000065326690674
1780876575.4065435,WAIT_FOR_STABLE_TAG,7.099832057952881
1780876575.5065386,WAIT_FOR_STABLE_TAG,7.199827194213867
1780876575.6065094,WAIT_FOR_STABLE_TAG,7.299798011779785
1780876575.7067835,RECOVERING,7.40007209777832
1780876575.8067842,WAIT_FOR_STABLE_TAG,7.500072717666626
1780876575.9076319,RECOVERING,7.6009204387664795
1780876576.0068717,WAIT_FOR_STABLE_TAG,7.700160264968872
1780876576.1065342,WAIT_FOR_STABLE_TAG,7.799822807312012
1780876576.2069397,RECOVERING,7.900228261947632
1780876576.306786,WAIT_FOR_STABLE_TAG,8.000074625015259
1780876576.4064312,WAIT_FOR_STABLE_TAG,8.099719762802124
1780876576.5066988,WAIT_FOR_STABLE_TAG,8.199987411499023
1780876576.6065836,WAIT_FOR_STABLE_TAG,8.299872159957886
1780876576.7064798,WAIT_FOR_STABLE_TAG,8.399768352508545
1780876576.807494,APPROACH_ENTRANCE,8.500782489776611
1780876576.9064338,APPROACH_ENTRANCE,8.599722385406494
1780876577.0069132,APPROACH_ENTRANCE,8.700201749801636
1780876577.1067245,APPROACH_ENTRANCE,8.800013065338135
