t,u,r,time_s
1780876568.3068156,0.0,0.12,0.00010418891906738281
1780876568.4066417,0.0,0.12,0.0999302864074707
1780876568.5068758,0.0,0.12,0.2001643180847168
1780876568.606603,0.0,0.12,0.29989147186279297
1780876568.7068014,0.0,0.12,0.40008997917175293
1780876568.806686,0.0,0.12,0.49997448921203613
1780876568.9066126,0.0,0.12,0.5999011993408203
1780876569.2825563,0.0,0.12,0.9758448600769043
1780876569.282842,0.0,0.12,0.976130485534668
1780876569.2830637,0.0,0.12,0.9763522148132324
1780876569.3066185,0.0,0.12,0.9999070167541504
1780876569.4067125,0.0,0.12,1.1000010967254639
1780876569.507469,0.0,0.12,1.2007575035095215
1780876569.606689,0.0,0.12,1.2999775409698486
1780876569.7065063,0.0,0.12,1.3997948169708252
1780876569.8066149,0.0,0.12,1.4999034404754639
1780876569.907786,0.0,0.09999999999999999,1.601074457168579
1780876570.0065994,0.0,0.07999999999999999,1.699887990951538
1780876570.1069133,0.0,0.059999999999999984,1.8002018928527832
1780876570.2071128,0.0,0.03999999999999998,1.9004013538360596
1780876570.306571,0.0,0.01999999999999998,1.9998595714569092
1780876570.4069116,-0.03,-2.0816681711721685e-17,2.1002001762390137
1780876570.5066903,-0.03,-0.02000000000000002,2.199978828430176
1780876570.6065657,-0.03,-0.04000000000000002,2.299854278564453
1780876570.7066216,-0.03,-0.060000000000000026,2.3999102115631104
1780876570.8066988,-0.03,-0.08000000000000003,2.4999873638153076
1780876570.9069114,0.0,-0.060000000000000026,2.6001999378204346
1780876571.0075228,0.0,-0.04000000000000002,2.7008113861083984
1780876571.106543,0.0,-0.02000000000000002,2.7998316287994385
1780876571.2064958,0.0,-2.0816681711721685e-17,2.8997843265533447
1780876571.306596,0.0,0.0,2.999884605407715
1780876571.4065533,0.0,0.0,3.099841833114624
1780876571.508617,-0.04000000000000001,-0.02,3.2019054889678955
1780876571.6069527,-0.04000000000000001,-0.04,3.300241231918335
1780876571.7066088,-0.04000000000000001,-0.06,3.399897336959839
1780876571.8068607,-0.04000000000000001,-0.08,3.5001492500305176
1780876571.9071121,-0.04000000000000001,-0.1,3.600400686264038
1780876572.0071695,-0.04000000000000001,-0.12000000000000001,3.70045804977417
1780876572.1068757,-0.04000000000000001,-0.14,3.800164222717285
1780876572.2068663,-0.04000000000000001,-0.16,3.9001548290252686
1780876572.3065803,-0.04000000000000001,-0.17247390378411165,3.999868869781494
1780876572.4065564,-0.04000000000000001,-0.17302455573169256,4.099844932556152
1780876572.5070236,-0.04000000000000001,-0.17332443200831624,4.20031213760376
1780876572.606572,-0.04000000000000001,-0.1726086216978814,4.29986047744751
1780876572.7065527,-0.04000000000000001,-0.17220310371771871,4.39984130859375
1780876572.8067737,-0.04000000000000001,-0.17215589398429193,4.5000622272491455
1780876572.906727,-0.04000000000000001,-0.1715375128022683,4.600015640258789
1780876573.006753,-0.04000000000000001,-0.1709476597965137,4.7000415325164795
1780876573.106981,0.0,-0.1509476597965137,4.800269603729248
1780876573.2068202,0.0,-0.1309476597965137,4.900108814239502
1780876573.3067775,0.0,-0.1109476597965137,5.000066041946411
1780876573.4071958,0.0,-0.0909476597965137,5.100484371185303
1780876573.5068283,0.0,-0.0709476597965137,5.200116872787476
1780876573.6066916,0.0,-0.050947659796513695,5.299980163574219
1780876573.7081137,0.0,-0.030947659796513694,5.401402235031128
1780876573.8067644,0.0,-0.010947659796513694,5.5000529289245605
1780876573.906611,0.0,0.0,5.599899530410767
1780876574.007022,0.0,0.0,5.700310468673706
1780876574.106757,0.0,0.0,5.800045490264893
1780876574.207105,0.0,0.02,5.900393486022949
1780876574.3074002,0.0,0.0,6.000688791275024
1780876574.4065654,0.0,0.0,6.099853992462158
1780876574.5067556,0.0,0.0,6.20004415512085
1780876574.6065617,0.0,0.0,6.299850225448608
1780876574.7066174,0.0,0.0,6.3999059200286865
1780876574.80692,-0.04000000000000001,-0.02,6.500208616256714
1780876574.9069004,-0.04000000000000001,-0.04,6.600188970565796
1780876575.006674,-0.04000000000000001,-0.06,6.699962615966797
1780876575.1067507,0.0,-0.039999999999999994,6.800039291381836
1780876575.2073395,0.0,-0.019999999999999993,6.900628089904785
1780876575.3069043,0.0,0.0,7.000192880630493
1780876575.4065645,0.0,0.0,7.099853038787842
